id,title,published_at,description,salary_from,salary_to,salary_currency,experience_hh,area_id,skills_raw
120728604,Коммерческий директор,2025-05-19T18:36:38+0300,"<p><strong>Крупная производственно-торговая компания Döcke уже 20 лет является одним из лидеров российского рынка строительных материалов для загородного домостроения. Мы предлагаем новый уровень загородной жизни, создавая стильные, качественные и при этом доступные решения для внешней отделки, отвечающие высоким мировым стандартам.</strong></p> <p><strong>Команда «Döcke» приглашает в свой дружный и профессиональный коллектив Коммерческого Директора.</strong></p> <p><strong>Условия для комфортной работы:</strong></p> <ul> <li>Оформление в соответствии с Трудовым законодательством РФ;</li> <li>График работы 5/2, офис;</li> <li>Забота о вашем здоровье (ДМС после испытательного срока);</li> <li>Забота о Ваших детях (подарки на Новый год, спортивные и развлекательные мероприятия);</li> <li>Комфортабельный офис;</li> <li>Уютная зона для обеда и отдыха;</li> <li>Корпоративное обучение;</li> <li>Перспективы карьерного и финансового роста.</li> </ul> <p><strong>Наши пожелания к кандидату:</strong></p> <ul> <li>Высшее образование;</li> <li>Владение 1С, MS Office;</li> <li>Наличие существенных достижений в предыдущем опыте работы;</li> <li><strong>Понимание маркетинговых инструментов повышения продаж, анализа рынка;</strong></li> <li>Амбициозность и желание развиваться;</li> <li><strong>Опыт построения бизнес-процессов, структуры и мотивации персонала;</strong></li> <li>Сильные навыки в переговорах и управлении;</li> <li>Возможность ездить в частые командировки;</li> <li>Знание английского языка приветствуется.</li> </ul> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Разработка и внедрение коммерческой политики компании в том числе в регионах;</li> <li>Развитие продаж и увеличение доли рынка;</li> <li>Анализ товарных матриц, корректировка ассортиментной политики;</li> <li>Бюджетирование и оптимизация затрат;</li> <li>Повышение эффективности работы коммерческих подразделений компании;</li> <li>Оптимизация бизнес–процессов;</li> <li>Повышение оборачиваемости продукции;</li> <li>Управление товарно-материальными запасами;</li> <li>Управление и контроль эффективности маркетинговой политики;</li> <li>Управление складской логистикой;</li> <li>Оптимизация структуры и мотивации персонала;</li> <li>Автоматизация процессов.</li> </ul>",,,,Более 6 лет,1,
120705150,Личный водитель,2025-05-19T13:09:12+0300,"<strong>Обязанности:</strong> <p>-Своевременная подача автомобиля и доставка руководителя до мест назначения<br />- Выполнение служебных и личных поручений руководителя<br />- Выполнение конфиденциальных поручений руководителя<br />- Планирование времени пути и маршрута<br />- Поддержание автомобиля в исправном состоянии и чистоте<br />-Своевременное прохождение технического обслуживания</p> <p> </p> <strong>Требования:</strong> <p>- Безопасное вождение автомобиля, соблюдение ПДД, умение быстро ориентироваться в сложной дорожной обстановке<br />- Знание Москвы и МО<br />- Опыт работы от 6 лет. Стаж вождения от 10 лет</p> <strong>Условия:</strong> <ul> <li>Заработная плата 150 000 руб</li> <li>График работы обсуждается лично</li> </ul>",150000.0,150000.0,RUR,Более 6 лет,1,
120719155,QA инженер - Цифровое ППО ФЛ,2025-05-19T15:53:01+0300,"<p>Сбербанк Страхование</p><h3><strong>Обязанности</strong></h3> <p>Создание, доработка и актуализация тестовой модели (сценариев тестирования) в TM4J;</p> <p>Разработка автотестов согласно тестовой модели;</p> <p>Проведение manual и auto-тестирования функционала ПО;</p> <p>Составление отчетов по обнаруженным дефектам и фиксация ошибок в трекинговую систему Jira;</p> <p>Анализ результатов и показателей проведенных тестов;</p> <p>Проведение повторных тестов на отсутствие найденных ошибок/по исправлениям найденных ошибок;</p> <p>Работа с документацией в Confluence.</p><h3><strong>Требования</strong></h3> <p>Опыт работы тестировщиком от 1 года (желательно в страховании/банковской сфере), умение работать самостоятельно;</p> <p>Понимание жизненного цикла и этапов разработки ПО;</p> <p>Знание базовой теории тестирования;</p> <p>Знание технологий и методик в области тестирования, актуальных инструментов для проведения ручного и автоматизированного тестирования. Знание систем bug-трэкинга;</p> <p>Навыки работы с HTTP и кодами ответов сервера (желательно);</p> <p>Понимание объектно-ориентированного программирования (ООП);</p> <p>Знание языков HTML, знание SQL на уровне простых запросов;</p> <p>Умение вести тестовую документацию;</p> <p>Опыт работы в Agile/SCRUM;</p> <p>Средства автоматизации тестирования и опыт работы с автотестами: SoapUI, Selenium, Selenium WebDriver, Java, UI с использованием api, Allure, Jenkins (желательно);</p> <p>Знание и понимание системы CI&amp;CD: программ GitLab, Bitbucket, Docker, или их аналогов (желательно);</p><h3><strong>Условия</strong></h3> <ul> <li>Гибридный формат работы (современный офис в Москве, м.Кутузовская, м.Парк Победы, ул. Поклонная, д. 3);</li> <li>Льготные ипотечные условия кредитования;</li> <li>Бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Мега Маркет, Самокат, Еаптека и другие;</li> <li>ДМС с первого дня и скидки на страхование для близких;</li> <li>Корпоративная пенсионная программа;</li> <li>Детский отдых и подарки за счет Компании;</li> <li>Обучение за счет Компании: онлайн курсы, неограниченный доступ к библиотеке и обучение на базе Корпоративного университета, тренинги, митапы и возможность получить новую квалификацию;</li> <li>Скидки на отдых в курортном комплексе «Mriya Resort &amp; SPA» в Ялте.</li> </ul>",,,,От 1 года до 3 лет,1,
120720240,Оператор 1С,2025-05-19T16:07:13+0300,"<p>В связи с открытием нового торгового предприятия в г. Пенза требуется оператор 1С в новый коллектив.</p> <p>Деятельность - оптовая и розничная торговля мороженым и замороженными мясными полуфабрикатами. Предприятие входит в Группу компаний (Топ-5 в отрасли).</p> <p><strong>Обязанности:</strong></p> <ul> <li>внесение данных в базу 1С;</li> <li>обработка первичной документации:</li> </ul> <p>приход товара,</p> <p>оформление отгрузки на торговые точки,</p> <p>акты сверки и т.д. </p> <ul> <li>контроль операций по движению товара.</li> </ul> <strong>Требования:</strong> <ul> <li>опыт работы в 1С;</li> <li>хорошее владение компьютером.</li> </ul> <strong>Условия:</strong> <ul> <li>Оформление по ТК;</li> <li>5-дневная рабочая неделя;</li> <li>График работы с 8:30 до 17:00;</li> <li>Формат работы: на месте работодателя;</li> <li>Материально поощряется ведение здорового образа жизни.</li> </ul>",60000.0,,RUR,От 1 года до 3 лет,71,"1С, Сбор и обработка документов, оформление приходно-расходных документов, Акты сверок"
120700458,Заместитель руководителя блока цифровой трансформации,2025-05-19T12:24:41+0300,"<p>Заместитель руководителя блока цифровой трансформации (с опытом управлении от 500 человек)</p> <p> </p> <p><strong>РСХБ-ИНТЕХ </strong>— <span>молодая</span>, драйвовая IT-компания и digital-сердце Россельхозбанка. Мы разрабатываем новые банковские продукты и улучшаем текущие. Наши сервисы помогают миллионам клиентов удалённо <span>пользовать</span>ся банковскими услугами, оформлять <span>карты</span>, брать кредиты и инвестировать. Мы даём возможность агропредпринимателям продавать и покупать сельскохозяйственные товары онлайн, а малому и крупному бизнесу — вести финансовые дела в надёжном и удобном онлайн-пространстве.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Руководство процессами IT-операций и управления информационными системами;</li> <li>Обеспечение эффективной работы IT-систем и инфраструктуры</li> <li>Управление проектами и координация работы команды разработчиков (собственные, привлеченные ресурсы) 800 человек;</li> <li>Сотрудничество с другими отделами для обеспечения интеграции IT-систем в бизнес-процессы;</li> <li>Обеспечение работоспособности и бесперебойного функционирования всех IT-сервисов компании;</li> <li>Информационная безопасность, повышение надежности и безопасности IT систем; Внедрение решений для улучшения произ<span>водитель</span>ности, эффективности бизнеса;</li> <li>Руководство командой, контроль выполнения задач;</li> <li>Управление IT-бюджетом.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее техническое образование;</li> <li>Опыт работы от<span> 10-ти лет</span>;</li> <li>Опыт построения команды;</li> <li>Опыт руководства коллективом разработчиков;</li> <li><span>Наличие</span> реализованных IT проектов;</li> </ul> <p>​​​​​​​</p>",,,,Более 6 лет,1,
120727303,Руководитель склада,2025-05-19T17:57:12+0300,"<p>Федеральная сеть магазинов <strong>“МосТАБАК”</strong> существует с 2018 года, и на данный момент является самой быстрорастущей сетью и самой окупаемой франшизой своего сегмента, в нее входит более 200 магазинов, расположенные в Москве и в регионах.</p> <p><strong>“МосТАБАК”</strong> является дистрибьютором большинства известных брендов никотиносодержащей продукции.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Руководство работой склада (3000 кв.м) по приему, хранению и отпуску товарно-материальных ценностей;</li> <li>Построение системы эффективной работы склада. Разработка регламентов и инструкций с целью оптимизации бизнес-процессов склада;</li> <li>Контроль за обеспечением сохранности ТМЦ, обеспечение своевременности отгрузок заказов и поддержание уровня сервиса;</li> <li>Управление персоналом ( штат 60 человек ), постановка задач, контроль за их исполнением;</li> <li>Участие в проведении плановых инвентаризаций;</li> <li>Организация работы исходящей логистики;</li> <li>Работа с маркированными товарами;</li> <li>Внедрение WMS;</li> <li>Ведение установленной отчетности и документооборота;</li> <li>Предложение мероприятий и действий, направленных на повышение эффективности работы складского хозяйства;</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы Руководителем склада не менее 3-х лет;</li> <li>Уверенный пользователь ПК (EXCEL, WORD, &quot;Мой Склад&quot;), 1С УТ;</li> <li>Знание складской логистики;</li> <li>Опыт работы с адресным хранением;</li> <li>Опыт руководства коллективом не менее 60 человек;</li> <li>Знание ассортимента никотиносодержащей продукции будет преимуществом;</li> <li>Умение эффективно планировать и организовывать работу на складе;</li> <li>Опыт работы с большой номенклатурой;</li> <li>Опыт внедрения WMS ;</li> <li>Коммуникабельность , пунктуальность , внимательность ,ответственность в принятии решений;</li> </ul> <strong>Условия:</strong> <ul> <li> <p>Трудоустройство с первого рабочего дня по ТК РФ, соц. пакет по ТК (белая з/п);</p> </li> <li> <p>Своевременная выплата заработной платы 2 раза в месяц+ ежегодная индексация;</p> </li> <li>Фиксированная заработная плата с дальнейшим ростом по результатам работы ;</li> <li>Медицинская стоматологическая страховка;</li> <li>Режим работы с 10.00 до 19.00 5/2;</li> <li>Бесплатное, вкусное и здоровое питание (свой повар);</li> <li>Перспективы финансового и карьерного роста;</li> <li>Поддержка от профессиональной и мощной команды;</li> <li>Динамичная и интересная работа в быстрорастущей компании, лидере своего сегмента рынка.</li> </ul>",250000.0,,RUR,От 3 до 6 лет,1,"Складская логистика, Управление складскими запасами, Учет ТМЦ, Контроль остатков, Проведение инвентаризаций, Складской Учет, Складской документооборот, Организация складского хозяйства"
120721136,Директор по закупкам,2025-05-19T16:16:38+0300,"<p><strong>Федеральная сеть кофеен</strong></p> <p><strong>Обязанности:</strong></p> <p>• Организация и руководство отделом закупок, управление командой менеджеров по закупкам.</p> <p>• Формирование и оптимизация ассортиментной матрицы для всей сети, с учетом специфики франчайзинговой модели и региональных особенностей.</p> <p>• Разработка и внедрение закупочных стратегий, направленных на снижение затрат и повышение маржинальности.</p> <p>• Проведение переговоров с поставщиками, участие в тендерах, заключение договоров на лучших условиях.</p> <p>• Контроль выполнения плановых показателей: товарооборот, маржа, оборачиваемость, уровень складских остатков у логистических операторов.</p> <p>• Анализ рынка поставщиков, мониторинг цен, поиск новых партнеров, развитие долгосрочных отношений.</p> <p>• Обеспечение своевременных поставок во все объекты сети.</p> <p>• Взаимодействие с франчайзи.</p> <p>• Бюджетирование закупок, контроль исполнения бюджета, отчетность по ключевым KPI.</p> <p>• Внедрение и развитие стандартов качества закупаемой продукции и услуг</p> <p><strong>Требования:</strong></p> <p>• Высшее образование</p> <p>• Опыт работы в продуктовом ритейле на аналогичной должности от 5 лет</p> <p> </p> <p> </p>",,400000.0,RUR,Более 6 лет,1,
120691766,Персональный водитель (м. Юго-Западная),2025-05-19T10:59:26+0300,"<p><strong>Уважаемые соискатели, обратите внимание, что начало работы от метро ЮГО-ЗАПАДНАЯ!</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Подача автомобиля в назначенное время и место.</li> <li>Разъезды в течение рабочего дня.</li> <li>Поддержание автомобиля в исправном состоянии, мойка.</li> <li>Личные поручения.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы персональным водителем от года.</li> <li>Отличное знание Москвы и МО.</li> <li>Готовность к ненормированному рабочему дню (по 11-12 часов)</li> <li>Исполнительность, ответственность.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>График работы 5/2.</li> <li>зп 140 тысяч (Гросс)</li> <li>Полис ДМС и сотовая связь</li> <li>Автомобиль предоставляем ( Mersedes s-класса)</li> <li>Оформление официальное по ТК</li> <li>м. Юго-Западная</li> </ul>",140000.0,,RUR,От 3 до 6 лет,1,
120728050,Руководитель юридического отдела (GLA),2025-05-19T18:25:11+0300,"<p><strong>Обязанности:</strong></p><p>Организация работы юридического отдела (5 сотрудников)</p><p>Административное, арбитражное судопроизводства, суды общей юрисдикции</p><p>Судебная, до судебная, претензионная работа</p><p>Представление интересов группы компаний в госорганах, организациях, собраниях собственников, судах всех юрисдикций и инстанций</p><p>Ведение полного цикла судебного процесса</p><p>Ознакомление с делами</p><p>Получение и предъявление исполнительных листов</p><p>И тд</p><p><strong>Требования:</strong></p><p>Юридическое образование</p><p>Опыт участия в судебном процессе</p><p>Усердие, собранность и умение работать с существенным объемом дел и организаторские способности</p><p><strong>Условия:</strong></p><p>Официальная зарплата</p><p>5/2 рабочая неделя</p><p>С 9-00 до 18-00</p>",,350000.0,RUR,Более 6 лет,2,
120697724,Специалист по тестированию ПО,2025-05-19T11:56:34+0300,"<p>Приветствуем вас!</p> <p>Мы - CQG, Американская продуктовая IT компания c более чем 40-летней историей. Сейчас мы ищем в команду специалиста по тестированию ПО.</p> <p><strong>Рассматриваем кандидатов только из Самары!</strong></p> <strong>Обязанности:</strong> <p>• Выявление и воспроизведение дефектов;<br />• Устранение тестовых дефектов;<br />• Тестирование в соответствии со стратегиями тестирования и планами тестирования;<br />• Анализирование результатов тестирования;<br />• Создание тестовых документов на основе требований и проектной документации;<br />• Ведение тест-кейсов и планов тестирования;<br />• Взаимодействие с разработчиками.</p> <strong>Требования:</strong> <p>• Образование в сфере IT или технических дисциплин;<br />• 2 лет практического опыта тестирования, включая:</p> <ol> <li>Умение разрабатывать и внедрять тест-планы и тест-кейсы;</li> <li>Понимание архитектуры клиент/сервер;</li> <li>Знание базовых процессов QA и разработки;</li> <li>Проведение регрессионного, системного тестирования;</li> <li>Опыт отслеживания ошибок, анализ логов;</li> <li>Умение соблюдать сроки и преодолевать трудности;</li> <li>Хорошие коммуникативные навыки;</li> <li>Способность к самообучению;</li> <li>Исключительная внимательность к деталям.</li> <li>Уровень владения английским языком позволяет читать требования и спецификации, а также писать грамотные отчеты о тестировании и пройти собеседование на английском языке.</li> </ol> <p><strong>Будет преимуществом:</strong></p> <ul> <li>Знание основ трейдинга (на базовом уровне);</li> <li>Умение работать с базами данных (написание SQL -запросов);</li> <li>Опыт тестирования Backend;</li> <li>Опыт работы с Linux в режиме командной строки;</li> <li>Опыт работы с Git (или альтернативными системами контроля версий) на уровне чтения, поиска информации по репозиторию;</li> <li>Умение работать с Jira, Zephyr.</li> </ul> <p><strong>У нас отличные условия:</strong></p> <ul> <li>ДМС со стоматологией на сотрудника и его семью;</li> <li>Комфортный уютный офис рядом со старой набережной (ул. Алексея Толстого, 92);</li> <li>Компенсация питания и проезда;</li> <li>Бесплатные курсы по обучению английскому языку;</li> <li>Гибкий подход к графику и возможность работать в гибридном формате;</li> <li>Аккредитованная It-компания (возможны льготы по ипотеке, оформление отсрочки от призыва и мобилизации).</li> </ul>",,,,От 1 года до 3 лет,78,"MS SQL, Английский язык, Jira, Zephyr"
120671296,Помощник судебного эксперта-психолога,2025-05-19T07:02:09+0300,"<p><strong>Обязанности:</strong></p> <ul> <li>психологическая диагностика</li> <li>психологическая коррекция</li> <li>участие в судебно-психологической экспертизе</li> <li>Проведение психологического обследования с учетом нозологической и возрастной специфики в соответствии с задачами судебной экспертизы.</li> <li>Количественный и качественный анализ результатов исследования.</li> <li>Дифференциальная диагностика.</li> <li>Участие в подготовке и составлении заключений по поставленным вопросам, а также по результатам диагностики.</li> <li>Проведение ЭПИ, составление психодиагностических заключений.</li> <li>Межведомственная переписка и ведение рабочей документации.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>наличие высшего образования в области психологии</li> <li>желание повышать квалификацию в области психологической диагностики и судебной психологической экспертизы</li> <li>умение общаться с детьми</li> <li>хорошее знание русского языка</li> <li>грамотная речь</li> <li>умение пользоваться ПК</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>рабочий день с 10.00 до 18.00</li> <li>перерыв на обед</li> <li>испытательный срок от 2 недель до 4 недель (на период испытательного срока проводится дополнительное обучение с сертификацией за счет компании и выплачивается стипендия из расчета 3 000 рублей в неделю)</li> <li>оформление по ТД</li> </ul>",40000.0,50000.0,RUR,Нет опыта,1,"Грамотная речь, Уверенный пользователь ПК, Психодиагностика, Психология, Быстрая печать на ПК"
120720747,Финансовый директор (CFO),2025-05-19T16:12:30+0300,"<p><strong>Финансовый директор (CFO)</strong></p> <p>Вас привлекает мир финансов и стратегического управления? Хотите стать частью команды, которая занимается добычей руд и песков драгоценных металлов, а также недвижимостью? Тогда эта вакансия для вас!</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка и реализация финансовой стратегии компании.</li> <li>Управление финансовыми потоками и бюджетированием.</li> <li>Анализ финансовых показателей и подготовка отчетности для руководства.</li> <li>Оптимизация налоговой нагрузки и управление рисками.</li> <li>Взаимодействие с внешними аудиторами и финансовыми институтами.</li> <li>Контроль за соблюдением финансовой дисциплины и регламентов.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы на аналогичной позиции более 6 лет.</li> <li>Высшее образование в области финансов, экономики или бухгалтерского учета.</li> <li>Отличные аналитические способности и внимание к деталям.</li> <li>Умение работать в условиях многозадачности и принимать стратегические решения.</li> <li>Знание современных финансовых инструментов и технологий.</li> <li>Опыт работы в сфере добычи полезных ископаемых или недвижимости будет преимуществом.</li> </ul> <p><strong>Условия и преимущества:</strong></p> <ul> <li>Полная занятость с графиком работы 5/2.</li> <li>Работа на месте работодателя (Сущевский вал, 9)</li> <li>Конкурентоспособная заработная плата.</li> <li>Возможности для профессионального роста и развития.</li> </ul> <p><strong>О компании:</strong> Компания занимается добычей руд и песков драгоценных металлов, а также аренда и управление собственной недвижимостью. Мы ценим профессионализм, инновации и стремление к совершенству. Присоединяйтесь к нашей команде и внесите свой вклад в развитие компании!</p>",,,,Более 6 лет,1,
120697258,Младший специалист по тестированию (Junior QA),2025-05-19T11:51:54+0300,"<p><strong>Обязанности:</strong></p> <ul> <li>Проведение регрессионного тестирования</li> <li>Тестирование по готовым тест-кейсам</li> <li>Актуализация и развитие тестовой модели продукта</li> <li>Создание тестовых сценариев</li> <li>Локализация дефектов</li> <li>Регистрация баг-репортов в системе баг-трекинга</li> <li>Проведение функционального тестирования</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Курсы по тестированию/статьи/проф.литература</li> <li>Понимание структуры web-приложения, клиент-серверной архитектуры</li> <li>Знание основ SQL</li> <li>Умение пользоваться консолью разработчика (console, network)</li> <li>Понимание жизненного цикла разработки ПО</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Высшее / неоконченное высшее образование (IT)</li> <li>Умение думать критически, задавать правильные вопросы</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>График работы 5\2 (с 9 до 18 по времени Мск), обсуждается удаленный формат работы</li> <li>Официальное трудоустройство в аккредитованной ИТ компании</li> <li>Годовая премия и ежегодный пересмотр уровня дохода по результатам ежегодной оценки</li> <li>Расширенный ДМС, включающий стоматологию</li> <li>Кафетерий льгот (компенсация ДМС для родственников, питания, занятий спортом, обучения и отдыха для детей и др.)</li> <li>Корпоративная программа компенсации процентов по ипотечному кредиту</li> <li>Корпоративная программа лояльности</li> <li>Реферальная программа за рекомендацию друзей</li> <li> <p>Прозрачные, структурированные и продуктивные рабочие процессы, возможность влиять на процессы внутри компании - мы открыты твоим идеям!</p> </li> </ul>",80000.0,80000.0,RUR,Нет опыта,1,"Тестирование по тест-кейсам, Регрессионное тестирование, SQL, Регистрация баг-репортов, web приложения, Клиент-серверная архитектура"
120713159,Финансовый директор (CFO),2025-05-19T14:46:36+0300,"<h2><strong>The Role:</strong></h2> <p><br />As CFO, you will oversee the financial and controlling operations of the company while ensuring compliance with group standards and industry best practices. This role offers the opportunity to shape the company&#39;s financial strategies and drive its success. Key responsibilities include:</p> <ul> <li> <p><strong>Financial and Controlling Management:</strong></p> <ul> <li>Oversee planning, budgeting, and forecasting processes, ensuring alignment with company goals.</li> <li>Analyze performance metrics, assess key objectives, and anticipate financial risks.</li> <li>Collaborate with the management committee to allocate resources effectively.</li> </ul> </li> <li> <p><strong>Process Implementation and Oversight:</strong></p> <ul> <li>Establish and maintain procedures ensuring the consistency, accuracy, and reliability of financial and management information.</li> <li>Drive initiatives related to internal control practices and compliance.</li> </ul> </li> <li> <p><strong>Cost Optimization:</strong></p> <ul> <li>Identify and propose cost-saving and productivity improvement opportunities to the management committee.</li> </ul> </li> <li> <p><strong>Reporting and Compliance:</strong></p> <ul> <li>Supervise the preparation of monthly financial reports.</li> <li>Ensure compliance with tax, legal, and regulatory requirements, including company accounts and contracts.</li> </ul> </li> <li> <p><strong>Team Leadership:</strong></p> <ul> <li>Support and develop the finance team to achieve their objectives.</li> <li>Provide leadership in a dynamic, small-to-medium-sized organizational environment.</li> </ul> </li> </ul> <h2><strong>The Candidate:</strong></h2> <p><br />To succeed in this role, you should have:</p> <ul> <li>A higher education degree in Finance, Accounting, or Auditing.</li> <li>At least 10 years of experience in finance, preferably within the FMCG or consumer goods sector.</li> <li>Strong leadership and hands-on execution skills.</li> <li>Readiness to thrive in a lean organizational structure.</li> <li>A proactive and self-motivated attitude.</li> <li>Fluency in English.</li> </ul>",,,,Более 6 лет,1,
120666033,Технический директор/Главный инженер (Family Office),2025-05-18T19:54:20+0300,"<p>Технический директор/Главный инженер по обслуживанию объектов (Family Office)</p><p><strong>Обязанности:</strong>•⁠ ⁠Организация и контроль технического обслуживания инженерных систем (электроснабжение, водоснабжение, отопление, вентиляция, кондиционирование, канализация, умный дом)•⁠ ⁠Проведение регулярных осмотров и профилактических работ•⁠ ⁠Планирование и контроль ремонтных работ (капитальный и текущий ремонт)•⁠ ⁠Разработка проектов модернизации инженерных систем•⁠ ⁠Руководство техническим персоналом и подрядными организациями•⁠ ⁠Организация закупок материалов и оборудования•⁠ ⁠Ведение технической документации и отчетности•⁠ ⁠Контроль соблюдения норм безопасности и экологических стандартов•⁠ ⁠Взаимодействие с коммунальными службами и инспекционными органами•⁠ ⁠Составление и контроль бюджета на обслуживание и ремонт•⁠ ⁠Внедрение новых технологий и решений•⁠ ⁠Координация работ по устранению аварийных ситуаций•⁠ ⁠Дополнительно: понимание и курирование вопросов дизайна, подбор предметов интерьера и искусства;</p><p><strong>Требования:</strong>•⁠ ⁠Высшее техническое образование•⁠ ⁠Опыт работы главным инженером от 3 лет предпочтительно в структуре Family Office (общий стаж в сфере от 5 лет)•⁠ ⁠Знание нормативных документов в области эксплуатации инженерных систем•⁠ ⁠Навыки работы с MS Office, AutoCAD, Excel, MS Project•⁠ ⁠Практические знания в области эксплуатации инженерных систем•⁠ ⁠Умение читать и составлять техническую документацию•⁠ ⁠Навыки диагностики и устранения неисправностей•⁠ ⁠Лидерские качества и умение работать в стрессовых ситуациях•⁠ ⁠Наличие профессиональных контактов</p><p><strong>Условия:</strong>•⁠ ⁠Высокий уровень заработной платы (обсуждается индивидуально)•⁠ ⁠Работа с VIP-клиентами•⁠ ⁠Официальное трудоустройство по ТК РФ•⁠ ⁠Работа в надежной компании</p>",350000.0,400000.0,RUR,От 3 до 6 лет,1,"Техническое обслуживание, Техническая эксплуатация, управление техническим персоналом, Обеспечение техники безопасности"
120717267,HRD,2025-05-19T15:26:28+0300,"<p><strong>Задачи:</strong></p> <ul> <li> <p>Организация функции подбора и непосредственный подбор персонала;</p> </li> <li> <p>Создание системы оценки и процесса Performance Review;</p> </li> <li> <p>Курирование кадрового делопроизводства;</p> </li> <li> <p>Развитие персонала и организация процесса обучения сотрудников;</p> </li> <li> <p>Удержание персонала и работа с ключевыми сотрудниками;</p> </li> <li> <p>Построение и поддержание всех HR-процессов в компании;</p> </li> <li> <p>Организация корпоративных мероприятий;</p> </li> <li> <p>Управление линейным HR;</p> </li> <li> <p>Ведение HR-бюджета и аналитика по основным HR-метрикам;</p> </li> </ul> <p><strong>Мы ожидаем от вас:</strong></p> <ul> <li> <p>Опыт работы в HR от 5 лет, бэкграунд на позициях HR Generalist/HR BP/HRD;</p> </li> <li> <p>Знание основных аспектов трудового законодательства;</p> </li> <li> <p>Экспертиза в следующих HR-блоках: рекрутмент, оценка, обучение, удержание, сложные увольнения;</p> </li> <li> <p>Опыт в построении и оптимизации HR-процессов;</p> </li> <li> <p>Опыт работы с ФОТ и HR-бюджетом;</p> </li> <li> <p>Знание основных HR-метрик;</p> </li> <li> <p>Самостоятельность, проактивность, гибкость, коммуникабельность, договороспособность;</p> </li> <li> <p>Плюсом будет знание английского языка на уровне Intermediate и выше. </p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li> <p>Формат работы - офисный, после ИС возможность гибридного посещения;</p> </li> <li> <p>Современный офис на м. Достоевская, парковка, график работы с 10.00 до 19.00;</p> </li> <li> <p>Полностью официальное оформление по ТК, белая заработная плата;</p> </li> <li> <p>Бесплатные обеды в офисе, чай, кофе;</p> </li> <li> <p>ДМС со стоматологией.</p> </li> </ul>",,,,От 3 до 6 лет,1,
